error,id,institute,state,branch,quota,category,gender,opening_rank,closing_rank
,640,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3611,3726
,641,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,5190,29142
,642,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),29159,31746
,643,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,2053,2053
,644,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5168,5219
,645,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5471,5471
,646,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9183,11951
,647,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12932,12932
,648,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5047,6878
,649,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5767,5767
,650,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1715,2418
,651,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4182,4182
,652,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,13695,17250
,653,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),23751,23939
,654,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,476,476
,655,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2763,2935
,656,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),5893,5893
,657,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5151,7007
,658,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10097,10097
,659,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3415,3657
,660,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6944,7109
,661,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2341,3230
,662,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,10378,17502
,663,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),22011,26948
,664,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3129,3129
,665,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5759,5759
,666,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,299,299
,667,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6144,6457
,668,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9083,9083
,669,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,736,736
,670,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3787,4865
,671,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7380,7380
,672,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1548,1584
,673,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,8353,18952
,674,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),30745,36085
,675,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,249,249
,676,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3091,3318
,677,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7215,7215
,678,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4211,6549
,679,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),13039,14924
,680,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Gender-Neutral,881,881
,681,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2240,3422
,682,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6086,6785
,683,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,552,1814
,684,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3560,3560
,685,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,11884,20718
,686,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),18499,31097
,687,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,136,136
,688,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Female-only (including Supernumerary),1760,1760
,689,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3365,3596
,690,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5843,5843
,691,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,183,183
,692,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5229,6588
,693,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),11994,12215
,694,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2787,3611
,695,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5165,5393
,696,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,513,635
,697,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1080,1080
,698,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,1490,4007
,699,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),5356,8841
,700,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,19,54
,701,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Female-only (including Supernumerary),253,253
,702,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,620,736
,703,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),1437,1745
,704,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,977,1675
,705,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),2114,4548
,706,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Gender-Neutral,125,125
,707,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Female-only (including Supernumerary),283,283
,708,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,60,932
,709,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1093,1526
,710,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PWD),Gender-Neutral,36,36
,711,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,256,1590
,712,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1430,1430
,713,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,1329,2779
,714,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),4761,5969
,715,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,175,175
,716,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,424,482
,717,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1076,1076
,718,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Female-only (including Supernumerary),98,98
,719,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,602,1080
,720,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),1556,3450
,721,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,75,75
,722,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,372,720
,723,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1275,1318
,724,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC (PWD),Female-only (including Supernumerary),86,86
,725,Motilal Nehru National Institute of Technology Allahabad,Uttar Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,233,346
